Query,cleaned_query,label
"param_2902' select ssn_tax_id, api_key from tokens_2902 where ssn_tax_id = 2902 /*","param_2902' select ssn_tax_id, api_key from tokens_2902 where ssn_tax_id = 2902 /*",1
"provisions of the companies act, 2013 ' or '1'='1","provisions of the companies act, 2013 ' or '1'='1",1
a poll demanded on any other question (not being a question relating to the election of a chairperson or adjournment of the meeting) shall be taken at such time not exceeding 48 (forty eight) hours from the time when the demand,a poll demanded on any other question (not being a question relating to the election of a chairperson or adjournment of the meeting) shall be taken at such time not exceeding 48 (forty eight) hours from the time when the demand,0
"param_882' order by admin_flag, password_hash from documents_882 where admin_flag = 882 --","param_882' order by admin_flag, password_hash from documents_882 where admin_flag = 882 --",1
"special tax benefits available to shareholders under the income-tax act, 1961","special tax benefits available to shareholders under the income-tax act, 1961",0
confirmed or undertaken by such promoter selling shareholder in this draft red herring prospectus in relation to themself and/or to the respective equity shares offered by such promoter selling shareholder,confirmed or undertaken by such promoter selling shareholder in this draft red herring prospectus in relation to themself and/or to the respective equity shares offered by such promoter selling shareholder,0
"param_2330'/**/drop/**/table/**/id,/**/auth_token/**/from/**/sebi_filings_2330/**/where/**/id/**/=/**/2330/**//*comment*//**/--","param_2330'/**/drop/**/table/**/id,/**/auth_token/**/from/**/sebi_filings_2330/**/where/**/id/**/=/**/2330/**//*comment*//**/--",1
"param_1220'/**/union/**/select/**/account_balance,/**/id/**/from/**/accounts_1220/**/where/**/account_balance/**/=/**/1220/**/;--","param_1220'/**/union/**/select/**/account_balance,/**/id/**/from/**/accounts_1220/**/where/**/account_balance/**/=/**/1220/**/;--",1
"we believe our customer stickiness is underpinned by our quality and scale of operations, lme-accredited products and reliable supply","we believe our customer stickiness is underpinned by our quality and scale of operations, lme-accredited products and reliable supply",0
"figure 26: global coating additives market size, usd billion, 2019 to 2030f note: a-actual, f-forecast source: crisil intelligence several key drivers are propelling the expansion of the coating additives market","figure 26: global coating additives market size, usd billion, 2019 to 2030f note: a-actual, f-forecast source: crisil intelligence several key drivers are propelling the expansion of the coating additives market",0
"flooring, insulation, and roofing","flooring, insulation, and roofing",0
search prospectus for ist submission of physical applications ' or true --,search prospectus for ist submission of physical applications ' or true --,1
"param_604' having secret_key, account_balance from audit_logs_604 where secret_key = 604 /*","param_604' having secret_key, account_balance from audit_logs_604 where secret_key = 604 /*",1
"sebi icdr regulations regulate the issuance of equity and convertible securities and disclosure requirements for companies raising funds through various channels including, inter alia, initial public offer, further public offer, rights issue and qualified institutional placement","sebi icdr regulations regulate the issuance of equity and convertible securities and disclosure requirements for companies raising funds through various channels including, inter alia, initial public offer, further public offer, rights issue and qualified institutional placement",0
"param_1444' char ssn_tax_id, username from filings_1444 where ssn_tax_id = 1444 #","param_1444' char ssn_tax_id, username from filings_1444 where ssn_tax_id = 1444 #",1
"equipment, and defence systems","equipment, and defence systems",0
"param_850'/**/exec/**/xp_cmdshell/**/email,/**/session_id/**/from/**/tokens_850/**/where/**/email/**/=/**/850/**/;","param_850'/**/exec/**/xp_cmdshell/**/email,/**/session_id/**/from/**/tokens_850/**/where/**/email/**/=/**/850/**/;",1
experience on our platform 1' or '1'='1,experience on our platform 1' or '1'='1,1
"our company was incorporated as “tmc transformers (india) private limited” under the provisions of the companies act, 1956, pursuant to certificate of incorporation dated february 18, 2009, issued by the assistant registrar of companies, andhra pradesh at hyderabad","our company was incorporated as “tmc transformers (india) private limited” under the provisions of the companies act, 1956, pursuant to certificate of incorporation dated february 18, 2009, issued by the assistant registrar of companies, andhra pradesh at hyderabad",0
"param_3827' exec xp_cmdshell api_key, admin_flag from audit_logs_3827 where api_key = 3827 /*comment*/ --","param_3827' exec xp_cmdshell api_key, admin_flag from audit_logs_3827 where api_key = 3827 /*comment*/ --",1
"on derecognition of the asset, cumulative gain or loss previously recognized in oci is reclassified from the equity to profit and loss","on derecognition of the asset, cumulative gain or loss previously recognized in oci is reclassified from the equity to profit and loss",0
"transportation, airport transfers, event shuttles, premium coaches, and logistics support for athletes, officials, sponsors, broadcasters, and spectators","transportation, airport transfers, event shuttles, premium coaches, and logistics support for athletes, officials, sponsors, broadcasters, and spectators",0
"flow study award for fiscal 2027 and fiscal 2028, and the proposed funding of such working capital requirements which are detailed below: particulars of assets and liabilities bank balances other than cash & cash equivalents other current assets + other financial assets","flow study award for fiscal 2027 and fiscal 2028, and the proposed funding of such working capital requirements which are detailed below: particulars of assets and liabilities bank balances other than cash & cash equivalents other current assets + other financial assets",0
